cost_component|cost_period|additional_relative_req|var_pop|closest_relative_group|agegroup|act_cost_total|act_py|att_cost_total|att_py|n_cases_included|act_cost_per_person|att_cost_per_person|att_cost_prop
primary_sector|after_index|no|bd_05#inc_2016_2021|mother|0-24|2414989.4668|921.14520548|269413.15062|921.14520548|923|2621.7250575|292.47630994|
primary_sector|after_index|no|bd_05#inc_2016_2021|child|25-64|141987.98353|60|50443.38942|60|60|2366.4663922|840.723157|
primary_sector|after_index|no|bd_05#inc_2016_2021|parent|25-64|554465.75018|150.63629763|34927.673626|150.63629763|152|3680.8243359|231.86757891|
primary_sector|after_index|no|bd_05#inc_2016_2021|partner|25-64|499582.74912|182|141159.21578|182|182|2744.96016|775.6000867|
primary_sector|after_index|no|bd_05#inc_2016_2021|pooled|25-64|1506430.5161|526.63629763|219701.49298|526.63629763|528|2860.4760495|417.17878917|
primary_sector|after_index|no|bd_05#inc_2016_2021|sibling|25-64|310394.03332|134|-6828.78585|134|134|2316.373383|-50.96108843|
primary_sector|after_index|no|bd_05#inc_2016_2021|child|65+|244623.42751|119.7369863|-39448.84774|119.7369863|122|2043.0063848|-329.4625074|
primary_sector|after_index|no|bd_05#inc_2016_2021|partner|65+|482552.58369|119.20765027|57812.967323|119.20765027|120|4048.0001291|484.97698923|
primary_sector|after_index|no|bd_05#inc_2016_2021|pooled|65+|739379.52791|245.94463657|17402.934742|245.94463657|249|3006.2844151|70.759561927|
primary_sector|after_index|no|bd_05#inc_2016_2021|sibling|65+|12203.51671|7|-961.18484|7|7|1743.35953|-137.31212|
primary_sector|after_index|no|bd_05#prev_2021|father|0-24|6679443.7314|4057.7890411|117784.83695|4057.7890411|4061|1646.0795925|29.02685077|
primary_sector|after_index|no|bd_05#prev_2021|mother|0-24|11439267.689|4241.6520548|1182827.4903|4241.6520548|4249|2696.8896885|278.8600939|
primary_sector|after_index|no|bd_05#prev_2021|child|25-64|301012.976|152|85049.40676|152|152|1980.3485263|559.53557079|
primary_sector|after_index|no|bd_05#prev_2021|parent|25-64|5268703.6067|1617.4328767|494.37750603|1617.4328767|1637|3257.4480725|0.3056556554|
primary_sector|after_index|no|bd_05#prev_2021|partner|25-64|1534835.1516|670.29041096|115359.74955|670.29041096|672|2289.8062191|172.10413227|
primary_sector|after_index|no|bd_05#prev_2021|pooled|25-64|9515514.5035|3468.8493151|418095.8625|3468.8493151|3492|2743.1328487|120.52868964|
primary_sector|after_index|no|bd_05#prev_2021|sibling|25-64|2410962.7692|1029.1260274|217192.32868|1029.1260274|1031|2342.7283977|211.04541417|
primary_sector|after_index|no|bd_05#prev_2021|child|65+|413502.23132|184.59726027|-21509.93949|184.59726027|186|2240.023664|-116.5236118|
primary_sector|after_index|no|bd_05#prev_2021|partner|65+|795822.91686|206.48219178|69803.03846|206.48219178|212|3854.1963837|338.05839553|
primary_sector|after_index|no|bd_05#prev_2021|pooled|65+|1363949.5996|449.07945205|44593.331712|449.07945205|456|3037.2122202|99.299425764|
primary_sector|after_index|no|bd_05#prev_2021|sibling|65+|154624.45144|58|-3699.76726|58|58|2665.9388179|-63.78909069|
primary_sector|after_index|no|bd_06#inc_2016_2021|father|0-24|47478.23931|27|-6667.04508|27|27|1758.4533078|-246.9275956|
primary_sector|after_index|no|bd_06#inc_2016_2021|mother|0-24|84377.06919|28|-1387.15295|28|28|3013.4667568|-49.54117679|
primary_sector|after_index|no|bd_06#inc_2016_2021|child|25-64|1230787.9747|560.15774384|107493.1713|560.15774384|561|2197.2167452|191.89803673|
primary_sector|after_index|no|bd_06#inc_2016_2021|parent|25-64|1057022.2115|266.53111011|35703.667518|266.53111011|276|3965.8492814|133.95684842|
primary_sector|after_index|no|bd_06#inc_2016_2021|partner|25-64|4275649.8686|1481.9778801|460619.91423|1481.9778801|1493|2885.0969546|310.81429785|
primary_sector|after_index|no|bd_06#inc_2016_2021|pooled|25-64|7946995.1357|2845.2908676|730977.03413|2845.2908676|2868|2793.0343524|256.90766538|
primary_sector|after_index|no|bd_06#inc_2016_2021|sibling|25-64|1383535.0809|536.62413354|127160.28107|536.62413354|538|2578.2200137|236.96340348|
primary_sector|after_index|no|bd_06#inc_2016_2021|child|65+|54752874.754|22286.956232|3516376.4639|22286.956232|22349|2456.7228555|157.77733071|
primary_sector|after_index|no|bd_06#inc_2016_2021|partner|65+|82986408.828|20098.860102|3419881.4109|20098.860102|20506|4128.9112123|170.15300338|
primary_sector|after_index|no|bd_06#inc_2016_2021|pooled|65+|138524224.86|42635.193742|6969315.7032|42635.193742|43107|3249.0581772|163.46391541|
primary_sector|after_index|no|bd_06#inc_2016_2021|sibling|65+|784941.28272|249.37740849|33057.828466|249.37740849|252|3147.6038165|132.56144037|
primary_sector|after_index|no|bd_06#prev_2021|father|0-24|115513.72954|63|-6242.04694|63|63|1833.5512625|-99.08011016|
primary_sector|after_index|no|bd_06#prev_2021|mother|0-24|178986.86162|59|53007.19338|59|59|3033.6756207|898.42700644|
primary_sector|after_index|no|bd_06#prev_2021|child|25-64|1414695.8854|672.64657534|198402.11695|672.64657534|674|2103.1786042|294.95744752|
primary_sector|after_index|no|bd_06#prev_2021|parent|25-64|1748439.6089|428.79452055|270329.74678|428.79452055|436|4077.5698501|630.44123427|
primary_sector|after_index|no|bd_06#prev_2021|partner|25-64|4118607.8373|1411.4739726|781765.28862|1411.4739726|1418|2917.9481289|553.86447345|
primary_sector|after_index|no|bd_06#prev_2021|pooled|25-64|9360455.3046|3267.3643836|1440447.583|3267.3643836|3289|2864.8336108|440.85918003|
primary_sector|after_index|no|bd_06#prev_2021|sibling|25-64|2078711.973|754.44931507|189950.43065|754.44931507|761|2755.2705417|251.77361402|
primary_sector|after_index|no|bd_06#prev_2021|child|65+|53556399.72|20464.054795|4285496.0916|20464.054795|20532|2617.0961844|209.41578463|
primary_sector|after_index|no|bd_06#prev_2021|partner|65+|57176525.435|13295.126027|4043717.7061|13295.126027|13546|4300.5628767|304.15038547|
primary_sector|after_index|no|bd_06#prev_2021|pooled|65+|111995243.15|34145.150685|8376643.0126|34145.150685|34467|3279.9750742|245.32452909|
primary_sector|after_index|no|bd_06#prev_2021|sibling|65+|1262317.9971|385.96986301|47429.214827|385.96986301|389|3270.5092238|122.88320766|
primary_sector|after_index|no|bd_07#inc_2016_2021|father|0-24|39328592.16|23080.889954|2389656.169|23080.889954|23140|1703.9460886|103.53397004|
primary_sector|after_index|no|bd_07#inc_2016_2021|mother|0-24|51110379.713|20451.212209|5831878.9525|20451.212209|20475|2499.1369309|285.16055151|
primary_sector|after_index|no|bd_07#inc_2016_2021|child|25-64|28416828.641|18912.728864|3649592.2797|18912.728864|19016|1502.5239797|192.97015813|
primary_sector|after_index|no|bd_07#inc_2016_2021|parent|25-64|45836515.608|15156.326544|2182278.8434|15156.326544|15277|3024.2496739|143.98468105|
primary_sector|after_index|no|bd_07#inc_2016_2021|partner|25-64|85279630.339|40880.487132|11837673.092|40880.487132|41031|2086.0717746|289.56780905|
primary_sector|after_index|no|bd_07#inc_2016_2021|pooled|25-64|183165439.6|87019.954952|18820788.344|87019.954952|87427|2104.8670929|216.28129266|
primary_sector|after_index|no|bd_07#inc_2016_2021|sibling|25-64|23632465.013|12070.412411|1151244.1295|12070.412411|12103|1957.8838077|95.377364938|
primary_sector|after_index|no|bd_07#inc_2016_2021|child|65+|65234246.507|30217.008054|5360569.8628|30217.008054|30287|2158.8585604|177.40240374|
primary_sector|after_index|no|bd_07#inc_2016_2021|partner|65+|83575217.706|20992.50393|7085300.6048|20992.50393|21531|3981.1933815|337.51574507|
primary_sector|after_index|no|bd_07#inc_2016_2021|pooled|65+|150431584.81|51820.724051|12407558.273|51820.724051|52434|2902.9232525|239.43236032|
primary_sector|after_index|no|bd_07#inc_2016_2021|sibling|65+|1622120.5941|611.21206677|-38312.19443|611.21206677|616|2653.9407225|-62.68232666|
primary_sector|after_index|no|bd_07#prev_2021|father|0-24|33428975.085|18787.6|1570122.9011|18787.6|18831|1779.3105604|83.572297743|
primary_sector|after_index|no|bd_07#prev_2021|mother|0-24|42650071.754|16227.767123|4783223.62|16227.767123|16253|2628.2156645|294.75550048|
primary_sector|after_index|no|bd_07#prev_2021|child|25-64|189451658.28|119288.0137|27064124.213|119288.0137|119595|1588.1868799|226.88050018|
primary_sector|after_index|no|bd_07#prev_2021|parent|25-64|265853895.73|81092.769863|8185175.1224|81092.769863|82047|3278.3920956|100.93594209|
primary_sector|after_index|no|bd_07#prev_2021|partner|25-64|388654207.1|197841.51233|26716367.176|197841.51233|198191|1964.4724837|135.03923854|
primary_sector|after_index|no|bd_07#prev_2021|pooled|25-64|988244847.16|466351.96438|70492344.084|466351.96438|468141|2119.0965679|151.15695755|
primary_sector|after_index|no|bd_07#prev_2021|sibling|25-64|144285086.05|68129.668493|8526677.5724|68129.668493|68308|2117.8010878|125.15366302|
primary_sector|after_index|no|bd_07#prev_2021|child|65+|215889911.54|100168.25753|18714265.88|100168.25753|100367|2155.2727067|186.8283061|
primary_sector|after_index|no|bd_07#prev_2021|partner|65+|281641103.87|76906.043836|10144414.038|76906.043836|77901|3662.1452596|131.90659059|
primary_sector|after_index|no|bd_07#prev_2021|pooled|65+|515440224.89|183625.35068|29475750.936|183625.35068|184854|2807.0210511|160.52114169|
primary_sector|after_index|no|bd_07#prev_2021|sibling|65+|17909209.479|6551.0493151|617071.01719|6551.0493151|6586|2733.7924991|94.194225614|
primary_sector|after_index|no|bd_08#inc_2016_2021|father|0-24|80346085.674|49280.672513|7259938.355|49280.672513|49390|1630.3772164|147.31816724|
primary_sector|after_index|no|bd_08#inc_2016_2021|mother|0-24|144369040.13|51632.730541|23915995.015|51632.730541|51687|2796.076028|463.1944653|
primary_sector|after_index|no|bd_08#inc_2016_2021|child|25-64|4643339.9275|2823.5221573|1039439.4422|2823.5221573|2833|1644.5204495|368.13574829|
primary_sector|after_index|no|bd_08#inc_2016_2021|parent|25-64|24155252.952|7372.0025002|1836515.202|7372.0025002|7434|3276.6202875|249.12026304|
primary_sector|after_index|no|bd_08#inc_2016_2021|partner|25-64|23069539.262|9611.8737331|4797702.4769|9611.8737331|9630|2400.108439|499.14331067|
primary_sector|after_index|no|bd_08#inc_2016_2021|pooled|25-64|58958256.907|23214.558762|8477863.3954|23214.558762|23316|2539.7104253|365.19597389|
primary_sector|after_index|no|bd_08#inc_2016_2021|sibling|25-64|7090124.7659|3407.1603713|804206.27432|3407.1603713|3419|2080.9483538|236.03417118|
primary_sector|after_index|no|bd_08#inc_2016_2021|child|65+|1041215.7296|371.80984355|147609.61637|371.80984355|374|2800.3985039|397.0029813|
primary_sector|after_index|no|bd_08#inc_2016_2021|partner|65+|1576655.0343|359.27055169|294831.04701|359.27055169|363|4388.4894737|820.63794437|
primary_sector|after_index|no|bd_08#inc_2016_2021|pooled|65+|2710545.8518|763.08039524|447583.19|763.08039524|769|3552.1104574|586.54788249|
primary_sector|after_index|no|bd_08#inc_2016_2021|sibling|65+|92675.08785|32|5142.52662|32|32|2896.0964953|160.70395687|
primary_sector|after_index|no|bd_08#prev_2021|father|0-24|146844152.06|83325.852055|9789336.9132|83325.852055|83499|1762.2880347|117.48259|
primary_sector|after_index|no|bd_08#prev_2021|mother|0-24|250986340.72|87240.287671|37425929.758|87240.287671|87349|2876.954529|428.99823873|
primary_sector|after_index|no|bd_08#prev_2021|child|25-64|12508617.39|8175.6767123|1767760.9798|8175.6767123|8198|1529.9794536|216.22197672|
primary_sector|after_index|no|bd_08#prev_2021|parent|25-64|97474483.118|29999.082192|8766777.4383|29999.082192|30208|3249.2488435|292.23485513|
primary_sector|after_index|no|bd_08#prev_2021|partner|25-64|59665795.714|27323.383562|5967853.5394|27323.383562|27361|2183.6898633|218.41561188|
primary_sector|after_index|no|bd_08#prev_2021|pooled|25-64|199545895.61|79605.712329|18590108.194|79605.712329|79909|2506.6780985|233.52731419|
primary_sector|after_index|no|bd_08#prev_2021|sibling|25-64|29896999.387|14107.569863|2087716.2369|14107.569863|14142|2119.2168231|147.98553239|
primary_sector|after_index|no|bd_08#prev_2021|child|65+|1843948.3338|715.61643836|215441.69693|715.61643836|717|2576.7271893|301.05750145|
primary_sector|after_index|no|bd_08#prev_2021|partner|65+|3249577.4171|830.67671233|329502.47022|830.67671233|835|3911.9640275|396.66751858|
primary_sector|after_index|no|bd_08#prev_2021|pooled|65+|5584894.1248|1699.2684932|537771.72251|1699.2684932|1706|3286.6460758|316.47248488|
primary_sector|after_index|no|bd_08#prev_2021|sibling|65+|491368.37388|152.97534247|-7172.444638|152.97534247|154|3212.0756585|-46.88627933|
primary_sector|after_index|no|bd_09#inc_2016_2021|father|0-24|12559134.355|6626.1141852|583289.5318|6626.1141852|6647|1895.399627|88.02889831|
primary_sector|after_index|no|bd_09#inc_2016_2021|mother|0-24|21861189.42|7615.2097912|2790943.4305|7615.2097912|7631|2870.7271394|366.49593472|
primary_sector|after_index|no|bd_09#inc_2016_2021|child|25-64|2031512.3434|1335.9043416|224711.52078|1335.9043416|1340|1520.7019545|168.20928998|
primary_sector|after_index|no|bd_09#inc_2016_2021|parent|25-64|10605896.867|3323.6234598|263315.02847|3323.6234598|3355|3191.0645098|79.2252888|
primary_sector|after_index|no|bd_09#inc_2016_2021|partner|25-64|5696805.5207|2278.308062|664179.95963|2278.308062|2285|2500.454445|291.52333291|
primary_sector|after_index|no|bd_09#inc_2016_2021|pooled|25-64|22668352.294|9012.3913242|1439419.8611|9012.3913242|9062|2515.2427894|159.71564143|
primary_sector|after_index|no|bd_09#inc_2016_2021|sibling|25-64|4334137.5631|2074.5554607|287213.35224|2074.5554607|2082|2089.1885732|138.4457334|
primary_sector|after_index|no|bd_09#inc_2016_2021|child|65+|1238901.9807|512.17528258|143260.28516|512.17528258|514|2418.9023227|279.70948624|
primary_sector|after_index|no|bd_09#inc_2016_2021|partner|65+|1631539.2075|392.1152182|208251.67826|392.1152182|399|4160.8668365|531.09817878|
primary_sector|after_index|no|bd_09#inc_2016_2021|pooled|65+|2992326.6399|940.29050079|381399.80464|940.29050079|949|3182.3427307|405.61911911|
primary_sector|after_index|no|bd_09#inc_2016_2021|sibling|65+|121885.45171|36|29887.84122|36|36|3385.7069919|830.21781167|
primary_sector|after_index|no|bd_09#prev_2021|father|0-24|10811289.298|5443.7780822|527413.32342|5443.7780822|5459|1985.9900854|96.883692806|
primary_sector|after_index|no|bd_09#prev_2021|mother|0-24|18791787.689|6314.2109589|2035519.8487|6314.2109589|6326|2976.1102079|322.37121343|
primary_sector|after_index|no|bd_09#prev_2021|child|25-64|11060458.086|6721.6739726|1464908.7599|6721.6739726|6731|1645.4916039|217.93808593|
primary_sector|after_index|no|bd_09#prev_2021|parent|25-64|48382972.017|14420.416438|2127668.303|14420.416438|14566|3355.1716224|147.54555197|
primary_sector|after_index|no|bd_09#prev_2021|partner|25-64|24219760.042|10373.923288|2902256.5368|10373.923288|10393|2334.6769945|279.76460364|
primary_sector|after_index|no|bd_09#prev_2021|pooled|25-64|105611635.15|41242.972603|8280210.982|41242.972603|41445|2560.7183111|200.76659027|
primary_sector|after_index|no|bd_09#prev_2021|sibling|25-64|21948445.005|9726.9589041|1785377.3824|9726.9589041|9755|2256.454995|183.54939092|
primary_sector|after_index|no|bd_09#prev_2021|child|65+|4745813.8337|1907.6821918|733705.7882|1907.6821918|1914|2487.7381852|384.60588004|
primary_sector|after_index|no|bd_09#prev_2021|partner|65+|4195665.173|1120.8547945|280563.93403|1120.8547945|1139|3743.2727178|250.3124717|
primary_sector|after_index|no|bd_09#prev_2021|pooled|65+|9913661.5421|3329.8054795|1128910.7826|3329.8054795|3355|2977.2494529|339.03205144|
primary_sector|after_index|no|bd_09#prev_2021|sibling|65+|972182.53546|301.26849315|114641.06036|301.26849315|302|3226.9638464|380.52787784|
primary_sector|after_index|no|bd_10#inc_2016_2021|father|0-24|7539841.1307|4470.8926267|84131.50233|4470.8926267|4481|1686.428586|18.817607434|
primary_sector|after_index|no|bd_10#inc_2016_2021|mother|0-24|11947684.278|4683.2623924|482358.67298|4683.2623924|4686|2551.1456067|102.99629458|
primary_sector|after_index|no|bd_10#inc_2016_2021|child|25-64|169239.5646|133.76712329|-60452.3874|133.76712329|134|1265.1805649|-451.9226093|
primary_sector|after_index|no|bd_10#inc_2016_2021|parent|25-64|1297186.5085|429.72077251|49237.813652|429.72077251|432|3018.6730349|114.58094838|
primary_sector|after_index|no|bd_10#inc_2016_2021|partner|25-64|793737.73155|504.64501085|31031.72239|504.64501085|507|1572.8635268|61.492181082|
primary_sector|after_index|no|bd_10#inc_2016_2021|pooled|25-64|2608243.2042|1280.5262145|-48337.19955|1280.5262145|1287|2036.8526427|-37.74791879|
primary_sector|after_index|no|bd_10#inc_2016_2021|sibling|25-64|348079.39951|212.39330788|-68154.3482|212.39330788|214|1638.843535|-320.8874558|
primary_sector|after_index|no|bd_10#inc_2016_2021|child|65+|38386.39466|15|11030.20948|15|15|2559.0929773|735.34729867|
primary_sector|after_index|no|bd_10#inc_2016_2021|partner|65+|16478.6321|7.9698630137|-20069.15019|7.9698630137|8|2067.6179844|-2518.12988|
primary_sector|after_index|no|bd_10#inc_2016_2021|pooled|65+|58472.10674|23.969863014|-5638.20027|23.969863014|24|2439.4009555|-235.2203793|
primary_sector|after_index|no|bd_10#inc_2016_2021|sibling|65+||||||||
primary_sector|after_index|no|bd_10#prev_2021|father|0-24|9513402.5576|5063.7013699|435447.13595|5063.7013699|5073|1878.7447882|85.993842082|
primary_sector|after_index|no|bd_10#prev_2021|mother|0-24|14791128.83|5319.5945205|1305388.1376|5319.5945205|5324|2780.4992979|245.39241338|
primary_sector|after_index|no|bd_10#prev_2021|child|25-64|1825008.1295|1217.7671233|333717.00256|1217.7671233|1223|1498.6511744|274.04008219|
primary_sector|after_index|no|bd_10#prev_2021|parent|25-64|9831336.4793|3011.5780822|694712.38856|3011.5780822|3027|3264.5132256|230.68051686|
primary_sector|after_index|no|bd_10#prev_2021|partner|25-64|8548611.8328|5884.3506849|575347.46022|5884.3506849|5889|1452.7706268|97.775861947|
primary_sector|after_index|no|bd_10#prev_2021|pooled|25-64|23001523.674|11549|1592773.0302|11549|11578|1991.6463481|137.91436749|
primary_sector|after_index|no|bd_10#prev_2021|sibling|25-64|2796567.2327|1435.3041096|-11003.82118|1435.3041096|1439|1948.4144259|-7.666543356|
primary_sector|after_index|no|bd_10#prev_2021|child|65+|132602.39508|57|-3661.14756|57|57|2326.3578084|-64.23065895|
primary_sector|after_index|no|bd_10#prev_2021|partner|65+|103230.4581|35.361643836|1597.8579674|35.361643836|37|2919.2776948|45.186190292|
primary_sector|after_index|no|bd_10#prev_2021|pooled|65+|264540.53132|103.85479452|-3832.812504|103.85479452|106|2547.2153938|-36.90549408|
primary_sector|after_index|no|bd_10#prev_2021|sibling|65+|28707.67814|11.493150685|-1769.522912|11.493150685|12|2497.807514|-153.9632569|
primary_sector|after_index|no|bd_11#inc_2016_2021|father|0-24|7759505.6141|4906.7907703|379014.35301|4906.7907703|4919|1581.3809835|77.242819341|
primary_sector|after_index|no|bd_11#inc_2016_2021|mother|0-24|13077425.717|5105.2661726|1105659.9729|5105.2661726|5113|2561.556102|216.57244412|
primary_sector|after_index|no|bd_11#inc_2016_2021|child|25-64|1904914.7486|1063.8411633|293959.83889|1063.8411633|1069|1790.6007159|276.31929375|
primary_sector|after_index|no|bd_11#inc_2016_2021|parent|25-64|3640234.4944|996.41596676|302802.72435|996.41596676|1012|3653.3281439|303.89188296|
primary_sector|after_index|no|bd_11#inc_2016_2021|partner|25-64|8087686.5368|3385.5333034|664613.83835|3385.5333034|3396|2388.8958731|196.30993961|
primary_sector|after_index|no|bd_11#inc_2016_2021|pooled|25-64|16022249.051|6502.1744667|1205886.1233|6502.1744667|6537|2464.1370565|185.45889986|
primary_sector|after_index|no|bd_11#inc_2016_2021|sibling|25-64|2389413.2713|1056.3840332|-55490.27832|1056.3840332|1060|2261.8793887|-52.52850912|
primary_sector|after_index|no|bd_11#inc_2016_2021|child|65+|7173268.8711|3094.8968486|498267.62885|3094.8968486|3100|2317.7731673|160.99652209|
primary_sector|after_index|no|bd_11#inc_2016_2021|partner|65+|15503716.768|4061.1407216|306040.90501|4061.1407216|4108|3817.5768413|75.358360122|
primary_sector|after_index|no|bd_11#inc_2016_2021|pooled|65+|22996470.115|7265.0844749|846463.04527|7265.0844749|7318|3165.3410494|116.51110847|
primary_sector|after_index|no|bd_11#inc_2016_2021|sibling|65+|319484.47599|109.04690471|42154.511413|109.04690471|110|2929.789496|386.57228764|
primary_sector|after_index|no|bd_11#prev_2021|father|0-24|23675071.104|13738.273973|1392447.7398|13738.273973|13765|1723.2929807|101.35536259|
primary_sector|after_index|no|bd_11#prev_2021|mother|0-24|39095838.971|14285.347945|3301514.4835|14285.347945|14300|2736.7789095|231.11194044|
primary_sector|after_index|no|bd_11#prev_2021|child|25-64|6895607.0197|3901.369863|1015867.4532|3901.369863|3907|1767.4835409|260.3873739|
primary_sector|after_index|no|bd_11#prev_2021|parent|25-64|27157937.991|7848.3972603|1464271.6542|7848.3972603|7946|3460.3164303|186.56951294|
primary_sector|after_index|no|bd_11#prev_2021|partner|25-64|34273474.271|15425.115068|2093643.4373|15425.115068|15453|2221.9266514|135.72951826|
primary_sector|after_index|no|bd_11#prev_2021|pooled|25-64|81512784.561|32850.084932|5222623.0251|32850.084932|33004|2481.3568894|158.9835471|
primary_sector|after_index|no|bd_11#prev_2021|sibling|25-64|13185765.279|5675.2027397|648840.48026|5675.2027397|5698|2323.3998649|114.32903986|
primary_sector|after_index|no|bd_11#prev_2021|child|65+|14363118.832|5931.6136986|1202520.1938|5931.6136986|5944|2421.452165|202.73069942|
primary_sector|after_index|no|bd_11#prev_2021|partner|65+|33262577.142|8390.6712329|1788075.0931|8390.6712329|8504|3964.2331607|213.10274751|
primary_sector|after_index|no|bd_11#prev_2021|pooled|65+|49219122.728|14874.70137|3008300.9608|14874.70137|15006|3308.9150164|202.24278027|
primary_sector|after_index|no|bd_11#prev_2021|sibling|65+|1593426.7536|552.41643836|17705.673819|552.41643836|558|2884.466578|32.051315982|
primary_sector|after_index|no|bd_12#inc_2016_2021|father|0-24|42679962.943|24026.162639|2951471.8008|24026.162639|24075|1776.395323|122.84407814|
primary_sector|after_index|no|bd_12#inc_2016_2021|mother|0-24|51676200.488|19900.499858|5542974.4845|19900.499858|19926|2596.7287685|278.53443502|
primary_sector|after_index|no|bd_12#inc_2016_2021|child|25-64|15704495.947|10908.21167|1350239.0581|10908.21167|10965|1439.6948301|123.78189009|
primary_sector|after_index|no|bd_12#inc_2016_2021|parent|25-64|32946251.645|10225.078217|2231028.6863|10225.078217|10329|3222.1026525|218.19184548|
primary_sector|after_index|no|bd_12#inc_2016_2021|partner|25-64|79833427.109|42174.234104|8329910.9126|42174.234104|42259|1892.9431394|197.51184792|
primary_sector|after_index|no|bd_12#inc_2016_2021|pooled|25-64|141225873.53|69543.309282|12505832.338|69543.309282|69810|2030.7614779|179.82797291|
primary_sector|after_index|no|bd_12#inc_2016_2021|sibling|25-64|12741698.832|6235.7852908|594653.681|6235.7852908|6257|2043.3190429|95.361474661|
primary_sector|after_index|no|bd_12#inc_2016_2021|child|65+|5791171.7493|2617.4320832|673780.3626|2617.4320832|2623|2212.5394529|257.42038042|
primary_sector|after_index|no|bd_12#inc_2016_2021|partner|65+|15439098.058|3917.2686953|1462850.2358|3917.2686953|3967|3941.2915627|373.43627656|
primary_sector|after_index|no|bd_12#inc_2016_2021|pooled|65+|21619693.058|6648.2970656|2215069.6335|6648.2970656|6705|3251.9144143|333.17849844|
primary_sector|after_index|no|bd_12#inc_2016_2021|sibling|65+|389423.25125|113.59628715|78439.035106|113.59628715|115|3428.1336215|690.50703219|
primary_sector|after_index|no|bd_12#prev_2021|father|0-24|51029255.652|27624.484932|3059782.3026|27624.484932|27689|1847.2473162|110.76341551|
primary_sector|after_index|no|bd_12#prev_2021|mother|0-24|61328403.592|22356.578082|7322619.9003|22356.578082|22382|2743.1927805|327.53759871|
primary_sector|after_index|no|bd_12#prev_2021|child|25-64|83538492.651|51087.580822|10253329.373|51087.580822|51242|1635.2015755|200.70101595|
primary_sector|after_index|no|bd_12#prev_2021|parent|25-64|136026535.75|37826.526027|9775993.5242|37826.526027|38392|3596.0620769|258.44280591|
primary_sector|after_index|no|bd_12#prev_2021|partner|25-64|362251901.06|180062.51233|27015158.765|180062.51233|180395|2011.8118778|150.0321106|
primary_sector|after_index|no|bd_12#prev_2021|pooled|25-64|639477152.29|294651.61096|49918138.088|294651.61096|295786|2170.2822198|169.41410205|
primary_sector|after_index|no|bd_12#prev_2021|sibling|25-64|57660222.833|25674.991781|2873656.4255|25674.991781|25757|2245.7737601|111.92433672|
primary_sector|after_index|no|bd_12#prev_2021|child|65+|69460328.723|31518.986301|4859968.1921|31518.986301|31591|2203.7615061|154.19176701|
primary_sector|after_index|no|bd_12#prev_2021|partner|65+|193488724.48|50964.183562|13235633.212|50964.183562|51631|3796.5628204|259.704606|
primary_sector|after_index|no|bd_12#prev_2021|pooled|65+|269482134.9|84709.30137|18300588.338|84709.30137|85458|3181.2579084|216.03989222|
primary_sector|after_index|no|bd_12#prev_2021|sibling|65+|6533081.6889|2226.1315068|204986.93451|2226.1315068|2236|2934.7240578|92.082131662|
primary_sector|after_index|no|bd_13#inc_2016_2021|father|0-24|2006956.1818|1143.6170896|270300.86496|1143.6170896|1147|1754.9197192|236.35609106|
primary_sector|after_index|no|bd_13#inc_2016_2021|mother|0-24|3433518.1407|1240.6846471|352952.04097|1240.6846471|1241|2767.4382437|284.48167051|
primary_sector|after_index|no|bd_13#inc_2016_2021|child|25-64|788143.16503|450.61895351|181448.11676|450.61895351|453|1749.0235572|402.66419188|
primary_sector|after_index|no|bd_13#inc_2016_2021|parent|25-64|1443087.0155|432.52866233|68693.394224|432.52866233|436|3336.3962697|158.81813208|
primary_sector|after_index|no|bd_13#inc_2016_2021|partner|25-64|4457906.0014|1947.0011004|497417.15076|1947.0011004|1950|2289.6268526|255.4786182|
primary_sector|after_index|no|bd_13#inc_2016_2021|pooled|25-64|7455965.5086|3198.1103601|739511.01161|3198.1103601|3208|2331.3659221|231.23373754|
primary_sector|after_index|no|bd_13#inc_2016_2021|sibling|25-64|766829.32664|367.96164384|-8047.650136|367.96164384|369|2083.992556|-21.87089408|
primary_sector|after_index|no|bd_13#inc_2016_2021|child|65+|1918786.0626|847.72433565|48319.396271|847.72433565|849|2263.4552082|56.998949114|
primary_sector|after_index|no|bd_13#inc_2016_2021|partner|65+|3792845.5355|977.85078973|2999.2066639|977.85078973|990|3878.7569385|3.0671414242|
primary_sector|after_index|no|bd_13#inc_2016_2021|pooled|65+|5769920.5745|1860.5751254|18355.869705|1860.5751254|1874|3101.1489382|9.8656966088|
primary_sector|after_index|no|bd_13#inc_2016_2021|sibling|65+|58288.97641|35|-32962.73323|35|35|1665.399326|-941.792378|
primary_sector|after_index|no|bd_13#prev_2021|father|0-24|7109828.2887|4187.939726|373318.42894|4187.939726|4194|1697.6911689|89.141308939|
primary_sector|after_index|no|bd_13#prev_2021|mother|0-24|12080295.124|4414.8219178|1189415.9809|4414.8219178|4420|2736.3040569|269.4142602|
primary_sector|after_index|no|bd_13#prev_2021|child|25-64|1812044.0479|1198.1561644|63531.979131|1198.1561644|1200|1512.3604934|53.024790107|
primary_sector|after_index|no|bd_13#prev_2021|parent|25-64|4795580.2825|1397.0082192|215304.43752|1397.0082192|1407|3432.7502277|154.1182325|
primary_sector|after_index|no|bd_13#prev_2021|partner|25-64|11928542.875|5547.0109589|96090.463079|5547.0109589|5554|2150.4451611|17.32292649|
